#{"t_start": 1678696407.6199613, "env_id": null}
r,l,t,Typ1,Typ2,Typ3,Typ4,Typ5,Warteschlangen,Auslastung
-1102.1,343,22.99406,4309.47625996343,4106.796806081669,5561.378589022472,6280.94942638523,5180.413466395055,-1133.4428851165148,-623.2688456178677
-1221.0,361,51.410459,3714.1586076939234,6021.8332747151935,6470.243522311757,8051.634097453394,6105.11880727443,-1194.7262689867173,-815.3871020204502
-1148.0,355,76.631864,3896.1745303777143,4761.320697965391,5758.51621351764,6416.894251230841,4950.509741536218,-1160.810790566025,-1057.255273120249
-1362.2,353,101.733438,6572.608941639455,6466.087985465629,8921.885224869971,7614.228804093546,9832.583641602896,-1254.6894806913176,-796.5067455635675
-1627.0,354,126.310581,7562.106057389872,4899.480668702303,8895.497110732693,7529.712955549805,5900.823441969064,-1400.333223029763,-734.3945106769922
-1573.2,355,151.935784,7232.450862269884,4433.8591842609985,8562.987023137857,5902.1390933054345,5485.2374936322,-1384.6977378919282,-728.3628377064977
-1748.4,366,179.240057,7152.353237367219,4029.5710925988374,9983.515121853625,6973.530999395504,10612.489002528651,-1454.4411679605976,-761.4252918323122
-1399.9,360,205.381454,4727.663220672747,3943.877033579567,6269.9754403144725,6207.437636537216,5366.636635052259,-1304.3567726485833,-694.0228173045151
-1359.9,346,231.284186,5089.440788945085,3770.9631155654133,7090.922690108822,5629.456739419067,5573.842721193224,-1155.2595138478837,-920.534772760486
-1465.6,352,258.443228,6280.147193021327,3147.655002542865,7445.561987539816,7016.590314646899,5397.394866816672,-1369.1309934107926,-823.4928903267391
-1531.4,329,305.289197,4510.130739554847,0.0,0.0,9470.001410298571,10544.715164822843,-1445.596759147963,-7902.485070858534
-1475.2,341,332.55865,4315.75900396771,0.0,4632.831397401625,2905.238214679429,8000.0816356694695,-1466.3394650988105,-16077.663867996878
-1475.2,341,359.373883,4315.75900396771,0.0,4632.831397401625,2905.238214679429,8000.0816356694695,-1466.3394650988105,-16077.663867996878
-954.9,350,393.841177,3707.786651861393,3148.947838413374,6234.3493583141835,6235.023228758133,4683.176644557418,-1061.1425069914853,-845.139221922522
-1419.2,359,420.877265,5627.029300204005,4169.3277433234625,8182.824576550155,6110.239925169824,6140.480530978361,-1285.3848995628573,-775.5157102090374
-561.7,310,447.259484,969.0975905215003,1359.5198829710596,2332.643082151431,2764.855298524258,2972.29081081164,-830.5574801749572,-1013.7306943169622
-625.0,339,480.027824,811.7505463733694,657.8657047617829,2594.3037230548616,2807.720809379552,2232.332507759535,-878.3317653776172,-931.2722696436111
-1164.1,330,505.871321,4140.993761938221,2291.543932062968,5423.203896017896,5206.8657743730455,3901.5860056228657,-1182.02086667836,-1091.6704482510768
-980.5,354,535.494122,2264.66451966712,1875.7045349209366,4269.634164324658,4188.014261419017,2693.739819416921,-1035.8692896125383,-1090.0457794686079
-1357.5,358,561.887311,4146.170214783028,3161.0737265726234,7293.917718051118,6150.443984419014,5456.8239539564875,-1229.9800796501584,-1499.1197356878347
-129.3,304,589.474215,373.1605340936864,344.7062745730562,994.0627931700647,1021.857472864318,1491.999869521892,-289.8848788493796,-1007.0973352168505
-17.0,303,624.589182,356.5056981745972,324.91567578020465,751.7571967890527,686.9645727253394,808.2720773778681,-96.0153897900538,-1147.9752871871472
-40.0,304,661.383685,350.8247859372065,349.08745062217156,611.5725560963264,758.4404909264559,796.9490565791373,-65.99674767703038,-920.7227204407436
-235.1,303,708.30405,432.3856170531275,0.0,0.0,0.0,0.0,-109.06331372755898,-25384.010038827815
-234.1,303,734.369493,432.3856170531275,0.0,0.0,0.0,0.0,-109.06331372755898,-25384.010038827815
-246.1,303,760.062538,432.3856170531275,0.0,0.0,0.0,0.0,-109.06331372755898,-25384.010038827815
-52.6,305,806.272727,349.88233037278127,327.65500781626054,863.9176743903157,989.8404291040513,1132.1996747402527,-162.5819704554429,-901.0078569923719
-62.1,308,839.513351,386.4817761145111,323.1153049182334,744.3181460618536,856.2546896921847,990.9890406174977,-140.83300991712272,-884.7987017172102
-109.9,309,872.54615,355.68820118265455,338.3584787022522,699.0000587653342,1179.80473242576,1028.8740074795755,-172.57207701076294,-768.3493054915332
-161.0,320,906.619037,378.52396946561475,325.61472388381804,946.9889909824354,1392.5340672792822,855.6694411753978,-226.77586192787322,-1657.8839188896188
-154.4,318,939.907173,382.44212277686535,403.63316769347284,737.9987353533597,1308.0258493962265,1196.3926952702493,-209.90587458933976,-1098.0574836510486
-180.7,328,973.331512,401.6380776870252,393.32942758197004,833.8092138461667,1241.8310672998748,1567.4981096043073,-261.17675871252186,-1242.0526394116052
-255.3,329,1005.735826,467.36831675490794,408.5151248751764,1322.2047935776623,1815.2572997323425,1318.4685976246788,-337.9597699027253,-977.9833990595622
-50.0,302,1037.830625,360.1005499344236,326.21265122833734,701.0713900976502,591.9217889298309,929.7905445285945,-69.27292955501439,-1687.7872634361736
-129.7,315,1072.494833,408.65872299765243,355.4679187389454,810.6843051377177,679.8876633055334,1112.9557089170883,-193.90858279690264,-1072.1756709271617
-43.0,303,1103.510276,386.5212991838815,328.9486756471244,535.5728910391649,573.7806741816408,836.3673486402098,-56.75094888101559,-2450.5049672300047
-159.1,302,1138.009854,474.31947179326477,331.7431122156371,0.0,0.0,0.0,-62.26319873649946,-23440.034844618658
-135.0,302,1162.953386,463.4249743755022,331.58045551037344,0.0,0.0,0.0,-55.10778120850014,-23435.309945221954
-148.8,302,1189.142907,456.13624848363526,330.60757718685176,0.0,0.0,0.0,-53.281126521040974,-23435.34635832928
-128.4,313,1214.930065,362.72902778496416,339.5481701613889,964.1805523311934,1112.944354177703,912.9438907212983,-221.0031605938876,-939.2566165482602
-54.7,309,1245.979042,380.0000692744608,329.7160211908589,645.6555212782515,745.7498524586636,979.2075280947066,-117.88554115173922,-2210.9451559348295
-46.8,306,1277.584718,371.8273250460231,333.12829246047676,745.1431154218621,783.2978427389141,823.7832893983996,-112.83339684612825,-2218.6660587633805
-49.6,303,1310.448882,386.91937172078224,332.70314870165794,591.7129755613049,775.1071515037169,905.4844595072348,-81.7193096180946,-2158.5488287005487
-51.0,305,1345.888673,377.92159603583724,302.9400251902452,579.2938927341985,717.6325086581027,750.2217459653202,-65.00181152402523,-2525.0006559664366
-103.8,310,1381.420319,362.67735093071326,332.1878208555281,679.1581148576257,762.7130556770803,1104.8733843050202,-134.1532566858152,-1200.353882306147
-32.0,305,1415.446803,382.12482997827567,340.7623978274405,520.0464098613659,565.1340176179692,679.017741933528,-49.24882671952144,-2482.981291618818
-56.0,302,1448.890314,353.5716205858104,327.4574376114443,618.3025801592927,693.4772496858653,849.0464359052262,-60.28347989753609,-3785.432084676782
-228.8,311,1482.496504,454.3890441836496,467.6543686622824,1158.8146814033869,2070.682355237214,1775.5436448279627,-344.75327989228424,-2457.9066975896703
-108.7,311,1517.155649,377.455771674034,328.9734376530528,725.1953542218545,1191.7407716376097,1111.7266394703988,-210.56525505253785,-1950.764786544919
-135.0,302,1577.953176,460.81468172678814,329.13358522934556,0.0,0.0,0.0,-53.76614042200027,-23344.90356905001
-156.0,302,1606.852923,410.2812621448371,330.85950294202223,0.0,0.0,0.0,-41.244159748001344,-23358.62796559817
-135.0,302,1634.79319,425.9316344446116,330.882173827081,0.0,0.0,0.0,-43.37971876349596,-23325.62580363064
-119.7,310,1673.75286,361.64406951519567,327.4008041001801,649.9426855108596,961.0880466370056,968.3307148883248,-138.90861962100502,-2704.9201956276747
-51.4,302,1709.673028,364.76912594917405,325.45002545333864,622.6152095400697,647.9849659446996,929.1658472088504,-69.37343851701957,-4635.787941835638
-47.0,304,1745.79299,370.826834620002,338.6447034332376,546.1973508296843,658.977439672846,697.2358962678487,-57.19816247651555,-6723.4907359445115
-37.0,304,1781.812846,355.3363096326142,338.8363439108646,527.3040297797819,622.1934294794053,1030.8850616500963,-39.06342298502762,-9859.416068636609
-43.2,302,1816.734802,362.5154693998535,338.47112847259154,563.7042584399766,709.1992281743,832.56164711477,-58.439294301010214,-2598.3215730973484
-37.6,302,1852.330461,380.461804379912,329.1516764029448,572.9255214772204,826.8133388969105,881.8646333943204,-76.02483887508808,-1621.7040445147586
-36.3,302,1887.3755,361.1530908692311,323.6503790274394,654.7721517983928,805.6114523052854,806.2897478709148,-81.24718767150812,-1609.2280290559718
-51.9,302,1926.854136,372.79330600568903,333.4584918509929,723.1766498783281,628.4930959904539,1051.7445411812978,-97.68669840101047,-1813.1629688896244
-71.0,302,1965.034023,347.5526974620294,322.8015281870061,615.8761015820526,729.747395458312,810.3698077066414,-45.87951332155202,-3714.3722286790517
-36.0,303,2001.000889,377.74061389105987,329.1214416815957,570.2715681202636,810.8746494218553,859.4445583495183,-69.77547436504037,-1555.1523874351967
-225.0,302,2050.525926,0.0,338.8168998204127,0.0,0.0,0.0,-32.40039680000735,-25216.741930079046
-237.0,302,2079.085878,0.0,338.8168998204127,0.0,0.0,0.0,-32.40039680000735,-25216.741930079046
-224.0,302,2106.030186,0.0,338.8168998204127,0.0,0.0,0.0,-32.40039680000735,-25216.741930079046
-44.4,304,2153.773467,369.76861758600285,320.2764131842325,633.2868145887677,742.067312461239,840.7341486737258,-75.89815543457529,-1349.0369319253675
-39.4,303,2187.659973,355.2863243539292,349.41558477244286,577.8429823491017,791.518302691404,777.5081739754818,-67.18254828699894,-1232.6280446626915
-39.0,304,2222.311214,354.7574556588846,353.3490714668587,605.603832210866,798.1133500808969,969.0267149477116,-68.88842461606035,-2193.720978751727
-38.0,303,2255.926612,366.5612748941776,347.00009388770724,566.6716674013188,773.3118635805588,838.4185919729988,-69.22775180753526,-1122.3663505349546
-24.2,303,2288.390416,363.3195076868671,342.5928851768966,628.1704619589572,793.1624385687663,789.61096476624,-79.86036913752912,-1440.516417283681
-46.5,303,2321.059827,354.1089623622125,313.250732187363,818.6087609305582,807.9082874662435,865.3518873720808,-123.76919775932036,-996.4956458389416
-105.9,302,2353.222411,355.3443324825095,326.79426251998444,745.1657520724128,872.9308191006505,1477.4096956717185,-157.0719749274374,-3473.7785718517766
-48.5,302,2385.479352,374.6384917534918,334.2689357298249,656.9961143403207,997.532345142616,1002.3724051244784,-106.5419836456893,-2560.1513323082054
-33.0,303,2418.798378,372.9044458432446,331.47553741632123,524.7216157028937,692.8968407048861,686.0666961623527,-47.31428562803732,-2300.8061838826447
-39.2,304,2451.769938,378.8904624805306,340.1989012221466,613.563004625696,683.4160998435195,872.258319380817,-58.93419118612954,-2043.0405830665038
-185.2,304,2488.61029,454.92122101057527,298.89539264388065,427.8152589102265,0.0,0.0,-128.10410623699866,-22539.76621421409
-200.6,304,2515.104366,448.7315750106578,345.07499846327676,477.1487380951803,0.0,0.0,-122.25252919003988,-22764.384772036676
-185.2,304,2541.507224,454.92122101057527,298.89539264388065,427.8152589102265,0.0,0.0,-128.10410623699866,-22539.76621421409
-97.0,308,2568.154823,376.21013932233205,316.53536390908897,786.4807223753916,1091.2894172302522,977.403401726749,-174.12291132375904,-1135.3826011389338
-67.6,309,2600.555738,359.2416117718884,323.2470096139097,713.3047286750453,881.1048845999482,1069.7387092844906,-154.4565251255246,-1785.4251756073086
-26.2,302,2634.83736,366.08199305510067,338.2746858996118,627.2770585484266,694.454508550198,861.8201713215617,-73.47122300011205,-1815.5618738047438
-59.4,302,2670.181274,358.81441941625144,353.5671631006396,655.0599660882651,938.1514830079768,898.6726922420821,-134.42506674321788,-4222.6956842426225
-40.0,302,2706.593911,365.591040040909,335.25423912820503,543.9239307289201,643.7083626023821,659.2143197472872,-57.74588503402067,-3381.828519912513
-61.9,303,2743.651023,366.5783990690938,347.303707605294,783.3718230076711,977.9125911992838,919.6217270435487,-162.29926250112084,-2808.588546253008
-28.2,304,2779.915241,371.2271191328672,322.86025678283335,611.6112302575201,697.6232805088603,818.3491257345778,-71.71001545652459,-3092.160173664911
-34.0,302,2816.610983,371.5479624266248,341.4298577332056,505.1421304266851,602.2203378572672,751.4163885927561,-34.8826604489967,-2185.6348744292563
-35.0,302,2853.600842,365.7610908722328,333.934950672836,544.7900786654308,666.2807610365064,784.893624407427,-61.56978946950983,-2190.6276129394487
-49.7,302,2891.163856,353.85402776485085,324.53310209345966,661.9565753044272,908.2993265073002,931.7313505834642,-105.74195410209582,-1463.800396737892
-121.2,302,2961.03804,483.8352406313469,331.3426880397688,0.0,0.0,0.0,-110.90897168398978,-23669.729171361414
-126.2,302,2991.827992,481.6951777125177,332.2093236839963,0.0,0.0,0.0,-107.77847651549007,-23665.32027957994
-185.2,303,3021.758408,455.2727676322686,305.08525868902603,0.0,0.0,0.0,-128.7975155039882,-24009.933626409143
-29.4,305,3060.801844,379.23502016090356,332.6624874617287,649.4054143002754,695.9010887647333,850.8721428557384,-97.42139593028226,-1476.2510499372527
-14.0,303,3099.346826,377.27452257963967,342.81110024432,625.0925905654344,631.5127646215375,919.1564096428287,-82.44314174852364,-1975.2086327133168
-42.1,306,3138.318799,381.5802344911798,337.153203563239,691.1550941474698,959.8274452518551,1140.6408561506453,-142.6526777323241,-1280.2715373243377
-36.9,307,3178.075431,354.98536468625514,331.30576875487003,629.1680861338523,825.2012959060676,1140.2722375934652,-112.36717998165662,-1332.5287245778438
-35.9,305,3218.652397,368.04395878711796,335.2780502334357,695.9492308622582,891.7721197305457,1132.6647786555218,-136.92759978859996,-1755.2393048451686
-27.2,302,3257.610098,381.833069554309,326.3396279945483,488.5499274591489,852.5624311626677,877.7826385668337,-69.47394747902489,-2540.7277869138647
-57.4,308,3296.777247,374.895272837555,335.5514528883246,670.9231538133688,915.4164705951389,914.0148197809915,-128.38859631397617,-2452.176239165005
-58.4,304,3335.36338,352.4757692486387,341.8931258847269,757.981215533953,900.687284819357,1114.992950388918,-142.4953651958877,-1511.7912732211414
-143.3,321,3375.851629,391.2961472534436,399.1501949100719,688.1665819340446,1052.9978907551256,1792.9914356717638,-257.77062126220807,-2506.8975959155755
-52.0,305,3412.850428,358.2096721986061,328.61528826580394,682.4306689369221,1007.5243012806585,1259.784754336383,-140.1737502009564,-3113.8114699825396
-211.1,303,3469.169519,433.66145992157936,381.93305520656156,0.0,0.0,0.0,-107.27445934555914,-25277.692661347777
-223.1,303,3500.328375,432.7485537222163,388.37326214722924,0.0,0.0,0.0,-108.61610013205902,-25371.009636340164
